ORIGIN,Year,flights,delayed,avg_delay,LATITUDE,LONGITUDE,connections,pct_delayed
FAR,2019,678,236,13.688073394495413,46.91935,-96.81499,"['MSP', 'DEN', 'LAX', 'AZA', 'LAS', 'ORD', 'ATL', 'PHX']",34.80825958702065
FAT,2019,1342,372,5.978867924528302,36.77619,-119.71814,"['LAX', 'DEN', 'PHX', 'SFO', 'SEA', 'PDX', 'SLC', 'SAN', 'ORD', 'LAS']",27.719821162444113
FAY,2019,348,110,1.717201166180758,34.99147,-78.88,"['CLT', 'ATL']",31.60919540229885
FCA,2019,315,100,-0.358974358974359,48.3114,-114.25507,"['SLC', 'MSP', 'DEN', 'ORD', 'LAS', 'SFO', 'AZA', 'OAK', 'LAX']",31.746031746031743
FLG,2019,142,30,-5.557971014492754,35.13845,-111.67122,['PHX'],21.12676056338028
FNT,2019,472,151,6.710176991150442,42.9655,-83.74346,"['CLT', 'ORD', 'ATL']",31.991525423728813
FSD,2019,767,273,6.2327469553450605,43.58135,-96.7417,"['MSP', 'ORD', 'DEN', 'PHX', 'AZA', 'ATL', 'LAS']",35.59322033898305
FSM,2019,73,18,-1.63013698630137,35.33659,-94.36744,['ATL'],24.65753424657534
FWA,2019,836,269,5.7568238213399505,40.97847,-85.19515,"['ORD', 'ATL', 'CLT', 'DTW', 'MSP', 'AZA', 'MYR']",32.177033492822964
GCC,2019,76,30,14.666666666666666,44.3489,-105.53936,['DEN'],39.473684210526315
GEG,2019,1270,388,2.280701754385965,47.61986,-117.53384,"['OAK', 'DEN', 'SEA', 'LAS', 'MSP', 'SLC', 'SFO', 'SJC', 'BOI', 'PHX', 'SAN', 'ORD', 'PDX', 'SMF']",30.551181102362207
GFK,2019,207,46,-3.2487804878048783,47.94926,-97.17611,"['MSP', 'AZA', 'LAS']",22.22222222222222
GJT,2019,315,82,8.553054662379422,39.12241,-108.52673,"['SLC', 'PHX', 'LAS', 'DEN', 'AZA', 'LAX', 'ORD']",26.031746031746035
GNV,2019,486,148,4.460251046025105,29.69006,-82.27178,"['MIA', 'ATL', 'CLT']",30.45267489711934
GRB,2019,769,276,10.349527665317138,44.48507,-88.12959,"['ORD', 'ATL', 'MSP', 'DEN', 'DTW', 'MCO']",35.890767230169054
GRI,2019,35,13,3.8,40.96747,-98.30861,"['AZA', 'LAS']",37.142857142857146
GRK,2019,212,54,2.53,31.0649,-97.8278,['IAH'],25.471698113207548
GRR,2019,2184,721,4.894636924537257,42.88082,-85.52277,"['ORD', 'MSP', 'ATL', 'EWR', 'DTW', 'IAH', 'BWI', 'CLT', 'LAS', 'DEN', 'MDW', 'PHL', 'LGA', 'MCO', 'PHX', 'AZA', 'TPA', 'MIA', 'BNA', 'MSY', 'JAX']",33.01282051282051
GSP,2019,1667,571,6.025371287128713,34.89567,-82.21886,"['IAH', 'PHL', 'ATL', 'EWR', 'MIA', 'DEN', 'CLT', 'ORD', 'LGA', 'DTW', 'MCO', 'TPA', 'LAS', 'BWI', 'SJC']",34.253149370125975
GST,2019,8,3,-4.0,58.42438,-135.70738,['JNU'],37.5
GTF,2019,197,36,-6.25,47.482,-111.37069,"['LAS', 'AZA', 'SLC', 'ORD', 'MSP', 'DEN']",18.274111675126903
GTR,2019,226,64,8.0625,39.99799,-82.89188,['ATL'],28.31858407079646
GUC,2019,18,6,1.7777777777777777,38.53396,-106.93318,['IAH'],33.33333333333333
HDN,2019,135,57,29.186567164179106,40.48118,-107.21766,"['SAN', 'ORD', 'DEN', 'ATL', 'MSP', 'BOS', 'IAH', 'LAX', 'LGB', 'EWR', 'SFO']",42.22222222222222
HIB,2019,68,11,0.5882352941176471,47.3866,-92.83899,['MSP'],16.176470588235293
HLN,2019,145,44,-1.9655172413793103,46.60682,-111.98275,"['MSP', 'SLC', 'DEN']",30.344827586206897
HNL,2019,4614,1657,1.6732651729388732,21.31869,-157.92241,"['SEA', 'OGG', 'LAX', 'ITO', 'LIH', 'SJC', 'PHX', 'SFO', 'SAN', 'SLC', 'OAK', 'ORD', 'MSP', 'ATL', 'ANC', 'EWR', 'LAS', 'SMF', 'JFK', 'LGB', 'DEN', 'PDX', 'IAH', 'BOS', 'DTW', 'PPG']",35.9124403987863
HOB,2019,151,60,4.164383561643835,32.68753,-103.21703,"['IAH', 'DEN']",39.735099337748345
HOU,2019,11414,4170,4.600655260283946,29.64542,-95.27889,"['ATL', 'OAK', 'DAL', 'AUS', 'TUL', 'MKE', 'MDW', 'BWI', 'LGA', 'MCO', 'SJC', 'PHX', 'BUR', 'CMH', 'MSY', 'DEN', 'SAT', 'SDF', 'SAN', 'MCI', 'CRP', 'BNA', 'ABQ', 'MEM', 'LAX', 'OKC', 'BHM', 'IND', 'OMA', 'PIT', 'ELP', 'LAS', 'SNA', 'SLC', 'JAX', 'SJU', 'CLT', 'BOS', 'PDX', 'CHS', 'PNS', 'JFK', 'PHL', 'TPA', 'MIA', 'LBB', 'AMA', 'SMF', 'SEA', 'TUS']",36.534080953215344
HPN,2019,861,260,10.147165259348613,41.06696,-73.70757,"['CLT', 'MCO', 'DTW', 'TPA', 'ORD', 'ATL', 'ACK']",30.197444831591174
HSV,2019,791,240,6.063389391979301,34.64045,-86.77311,"['CLT', 'IAH', 'ATL', 'DTW', 'DEN', 'ORD', 'MCO']",30.341340075853353
HYA,2019,12,6,32.333333333333336,41.66934,-70.28036,['JFK'],50.0
HYS,2019,57,14,21.0188679245283,38.84494,-99.27403,['DEN'],24.561403508771928
IAG,2019,16,5,9.6875,43.10726,-78.94538,['MYR'],31.25
IAH,2019,34088,12776,9.072597992351817,29.64542,-95.27889,"['SAT', 'OKC', 'ATL', 'IND', 'SFO', 'RIC', 'BTR', 'LFT', 'DEN', 'PHL', 'MIA', 'PHX', 'ORD', 'DTW', 'DAY', 'SEA', 'SHV', 'LBB', 'CLE', 'LRD', 'ABQ', 'LAX', 'LIT', 'GSP', 'SJC', 'EWR', 'TYS', 'SAN', 'PNS', 'MCO', 'BNA', 'BHM', 'DSM', 'CLT', 'COS', 'MEM', 'TUS', 'LAS', 'BOS', 'TPA', 'MKE', 'LGA', 'GRR', 'SDF', 'PIT', 'CMH', 'OMA', 'BRO', 'AUS', 'HOB', 'MSP', 'SMF', 'TUL', 'RNO', 'LCH', 'MSY', 'ELP', 'MLU', 'XNA', 'ORF', 'HSV', 'MOB', 'CHS', 'MCI', 'SLC', 'CRP', 'VPS', 'ICT', 'PSP', 'AMA', 'CAK', 'HNL', 'BWI', 'PDX', 'ASE', 'JAX', 'HDN', 'JFK', 'CAE', 'SAV', 'SNA', 'SGF', 'AEX', 'OAK', 'ONT', 'SJU', 'GRK', 'EGE', 'JAC', 'RAP', 'GUC', 'LEX', 'ANC', 'STT', 'BOI', 'DRO', 'BZN', 'MYR']",37.47946491433935
ICT,2019,1125,362,8.419651056014692,37.64996,-97.43305,"['DEN', 'ATL', 'ORD', 'IAH', 'LAS', 'VPS', 'MSP', 'PHX', 'AZA', 'LAX', 'SEA']",32.17777777777778
IDA,2019,203,68,1.8756218905472637,43.51456,-112.07017,"['SLC', 'DEN', 'AZA', 'LAS', 'LAX', 'OAK', 'MSP']",33.497536945812804
ILM,2019,1508,504,6.448369565217392,39.67872,-75.60653,"['CLT', 'LGA', 'ATL', 'ORD', 'PHL']",33.42175066312997
IND,2019,5434,1694,6.480211081794195,39.71733,-86.29438,"['TPA', 'DEN', 'DAL', 'ATL', 'MIA', 'CLT', 'BOS', 'EWR', 'PHX', 'ORD', 'SEA', 'MCI', 'LAS', 'OAK', 'LAX', 'SLC', 'LGA', 'DTW', 'BWI', 'JFK', 'IAH', 'PHL', 'MDW', 'MSP', 'MCO', 'HOU', 'CHS', 'SAN', 'SFO', 'MYR', 'AUS', 'MSY', 'SAV', 'JAX', 'VPS', 'TUS']",31.17408906882591
INL,2019,73,10,-15.945205479452055,48.56619,-93.40307,['MSP'],13.698630136986301
ISN,2019,57,14,-5.508771929824562,48.17794,-103.64235,"['MSP', 'DEN']",24.561403508771928
ISP,2019,404,103,2.5415617128463475,40.79524,-73.10021,"['BWI', 'MCO', 'TPA', 'MYR', 'ATL']",25.495049504950494
ITO,2019,701,207,0.8730385164051355,19.72026,-155.04847,"['OGG', 'HNL', 'LAX']",29.529243937232525
JAC,2019,962,348,14.856842105263159,43.60732,-110.73774,"['SLC', 'ORD', 'DEN', 'SFO', 'LAX', 'IAH', 'ATL', 'PHX', 'JFK', 'EWR', 'MSP', 'SEA', 'LGA']",36.17463617463618
JAX,2019,6966,2032,5.00497949619215,30.49406,-81.68786,"['LGA', 'IAH', 'ATL', 'ORD', 'EWR', 'BNA', 'BWI', 'MIA', 'BOS', 'CLT', 'JFK', 'PHL', 'DEN', 'DTW', 'MSP', 'MDW', 'DAL', 'PIT', 'ORF', 'HOU', 'CLE', 'LAS', 'IND', 'TTN', 'GRR', 'LCK']",29.170255526844674
JFK,2019,25500,7972,2.1711661341853037,40.63975,-73.77893,"['PHX', 'MCO', 'CHS', 'SFO', 'LAX', 'TPA', 'BTV', 'BOS', 'CLE', 'LAS', 'JAX', 'BUF', 'ACK', 'HOU', 'CMH', 'ORD', 'MIA', 'BWI', 'SYR', 'SLC', 'RIC', 'CLT', 'SAN', 'BNA', 'AUS', 'IND', 'OAK', 'SAV', 'DEN', 'ROC', 'ATL', 'ORF', 'SEA', 'SJU', 'PIT', 'PDX', 'MSY', 'BUR', 'SAT', 'STT', 'IAH', 'DTW', 'SMF', 'SJC', 'MSP', 'ABQ', 'PWM', 'PSE', 'LGB', 'PSP', 'HYA', 'ORH', 'BQN', 'ONT', 'HNL', 'PHL', 'RNO', 'EGE', 'JAC']",31.26274509803921
JLN,2019,92,20,-1.2727272727272727,37.15181,-94.49827,['ORD'],21.73913043478261
JMS,2019,103,33,13.27659574468085,46.92972,-98.6782,"['DVL', 'DEN']",32.038834951456316
JNU,2019,475,130,-1.4698275862068966,58.35496,-134.57628,"['SEA', 'ANC', 'YAK', 'SIT', 'KTN', 'PSG', 'GST']",27.368421052631582
KTN,2019,243,79,-2.502092050209205,55.35557,-131.71374,"['SIT', 'SEA', 'WRG', 'JNU']",32.510288065843625
LAN,2019,391,127,4.57742782152231,42.7787,-84.58736,"['DTW', 'MSP', 'ORD']",32.48081841432225
LAR,2019,67,21,16.21212121212121,41.31205,-105.67499,['DEN'],31.343283582089555
LAS,2019,18243,6255,3.345389794669189,36.08036,-115.15233,"['ATL', 'EWR', 'SJC', 'AUS', 'DTW', 'ORD', 'SEA', 'LAX', 'SMF', 'BUR', 'MCI', 'OAK', 'SFO', 'PHX', 'BLI', 'FCA', 'BNA', 'HOU', 'JFK', 'SAT', 'PDX', 'CLT', 'DEN', 'SAN', 'MDW', 'EUG', 'IAH', 'ONT', 'OMA', 'AMA', 'SLC', 'SGF', 'RAP', 'BWI', 'ABQ', 'LGB', 'IND', 'MSY', 'FAT', 'MKE', 'SHV', 'ORF', 'OKC', 'SNA', 'SDF', 'ICT', 'MIA', 'MCO', 'TUS', 'TPA', 'CMH', 'LRD', 'PIA', 'RNO', 'SMX', 'MSP', 'BOS', 'PHL', 'MEM', 'TUL', 'COS', 'GRI', 'FSD', 'BOI', 'HNL', 'ATW', 'DAL', 'CLE', 'BUF', 'AZA', 'ELP', 'DSM', 'LIT', 'PIT', 'SBN', 'MSO', 'LBB', 'IDA', 'GTF', 'FAR', 'MOT', 'JAX', 'MFR', 'BHM', 'GEG', 'GRR', 'GFK', 'MSN', 'GJT', 'BIL', 'MRY', 'MLI', 'GSP', 'TYS', 'BZN', 'XNA', 'OGG']",34.28712382831771
LAX,2019,24090,7610,1.7176009771301015,33.94254,-118.40807,"['MFR', 'LIH', 'CLT', 'SEA', 'BNA', 'BWI', 'MCI', 'DAL', 'HNL', 'BOS', 'PSP', 'OGG', 'JFK', 'PHX', 'AUS', 'SMF', 'SJC', 'LAS', 'EWR', 'MDW', 'ATL', 'IAH', 'MSP', 'PIT', 'SFO', 'TPA', 'FCA', 'OAK', 'MRY', 'SAN', 'ORD', 'TUS', 'SGF', 'RNO', 'MEM', 'MCO', 'SBP', 'PDX', 'SAT', 'MKE', 'SLC', 'PHL', 'CMH', 'COS', 'BLI', 'ABQ', 'JAC', 'IND', 'DEN', 'DTW', 'MSY', 'MMH', 'BOI', 'SBA', 'MIA', 'HOU', 'EUG', 'ITO', 'ELP', 'ASE', 'FAT', 'RDD', 'BUF', 'ANC', 'CLE', 'ACV', 'SDF', 'BZN', 'OMA', 'MSO', 'ICT', 'OKC', 'HDN', 'LIT', 'TUL', 'MSN', 'XNA', 'EGE', 'GJT', 'DSM', 'DRO', 'FSD', 'FAR', 'RAP', 'FLG', 'BIL', 'IDA']",31.589871315898716
LBB,2019,602,203,3.3491525423728814,33.66364,-101.82278,"['HOU', 'DAL', 'IAH', 'AUS', 'DEN', 'LAS', 'PHX']",33.72093023255814
LBE,2019,76,17,-8.533333333333333,40.27594,-79.4048,"['MYR', 'MCO', 'TPA']",22.36842105263158
LCH,2019,184,52,-0.4782608695652174,30.1261,-93.2234,['IAH'],28.26086956521739
LCK,2019,94,28,0.0,39.99799,-82.89188,"['CHS', 'SAV', 'MYR', 'JAX', 'VPS']",29.78723404255319
LEX,2019,934,286,3.027685492801772,38.03697,-84.60539,"['DTW', 'ATL', 'ORD', 'IAH', 'LGA', 'CLT', 'MSP', 'VPS', 'MYR']",30.620985010706637
LFT,2019,562,183,3.336347197106691,30.20528,-91.98766,"['ATL', 'IAH', 'DEN', 'MCO']",32.562277580071175
LGA,2019,34282,12996,9.993066441577234,40.63975,-73.77893,"['PWM', 'CHS', 'CAE', 'DTW', 'MCO', 'MDW', 'ORD', 'CMH', 'BOS', 'CLT', 'DAL', 'MSY', 'ATL', 'RIC', 'MSP', 'GSP', 'PIT', 'DEN', 'DAY', 'MIA', 'BNA', 'TPA', 'BGR', 'BUF', 'MSN', 'CLE', 'SDF', 'IAH', 'OMA', 'ORF', 'MKE', 'IND', 'BHM', 'MYR', 'SAV', 'JAX', 'GRR', 'TYS', 'PHL', 'ROC', 'MEM', 'HOU', 'BTV', 'CHO', 'ACK', 'MCI', 'XNA', 'CAK', 'CHA', 'DSM', 'LEX', 'SYR', 'ILM', 'MHT', 'ROA', 'DAB', 'TVC', 'JAC', 'EGE', 'AVL', 'EYW', 'BZN', 'AGS']",37.90910681990549
LGB,2019,1757,459,1.5285714285714285,33.81772,-118.15161,"['PHX', 'SJC', 'LAS', 'JFK', 'OAK', 'SFO', 'SEA', 'SLC', 'SMF', 'BOS', 'PDX', 'RNO', 'HNL', 'HDN', 'AUS', 'DEN', 'BZN']",26.124075128059193
LIH,2019,1417,433,-0.5254596888260255,21.97598,-159.33896,"['SJC', 'HNL', 'LAX', 'SEA', 'DEN', 'OAK', 'SAN', 'PDX', 'PHX', 'SFO', 'OGG']",30.557515878616798
LIT,2019,1348,475,12.259818731117825,34.7294,-92.22425,"['IAH', 'CLT', 'ATL', 'DEN', 'DAL', 'ORD', 'PHX', 'LAS', 'DTW', 'MCO', 'VPS', 'LAX']",35.237388724035604
LNK,2019,243,74,5.430379746835443,40.85097,-96.75925,"['MSP', 'ATL', 'DEN', 'ORD']",30.45267489711934
LRD,2019,216,72,2.2740384615384617,27.54374,-99.46154,"['IAH', 'LAS']",33.33333333333333
LSE,2019,298,84,3.0567375886524824,43.87938,-91.25654,"['MSP', 'ORD', 'DTW']",28.187919463087248
LWS,2019,113,11,-3.3008849557522124,46.3745,-117.01539,['SLC'],9.734513274336283
MCI,2019,6176,1856,1.3717713714380937,39.29761,-94.71391,"['PDX', 'MSP', 'LAS', 'IND', 'DEN', 'SLC', 'SAN', 'ATL', 'DTW', 'SFO', 'CLT', 'BOS', 'EWR', 'ABQ', 'PHX', 'LGA', 'BNA', 'ORD', 'IAH', 'SAT', 'PHL', 'MDW', 'DAL', 'LAX', 'MCO', 'BWI', 'HOU', 'SEA', 'MSY', 'OAK', 'MYR', 'MKE', 'AUS', 'PNS', 'MIA', 'TPA', 'AZA', 'VPS']",30.05181347150259
MCO,2019,14837,5386,8.657209589888026,28.42889,-81.31603,"['LGA', 'MDW', 'SJU', 'CAK', 'EWR', 'CLT', 'BUF', 'ISP', 'ATL', 'IAH', 'ORD', 'DEN', 'DTW', 'PVD', 'MEM', 'PHL', 'BNA', 'SLC', 'HOU', 'BWI', 'AUS', 'MSY', 'CMH', 'BOS', 'TTN', 'ALB', 'LAS', 'MCI', 'SFO', 'SAN', 'IND', 'LAX', 'SMF', 'PSE', 'PDX', 'MKE', 'HPN', 'JFK', 'ACY', 'MIA', 'BHM', 'RIC', 'CLE', 'GRR', 'PIT', 'BTV', 'SEA', 'LBE', 'ORF', 'SDF', 'SAT', 'DAL', 'MSP', 'BQN', 'PHX', 'ORH', 'SYR', 'ROC', 'HSV', 'STT', 'MHT', 'ONT', 'SJC', 'OAK', 'MDT', 'OMA', 'MYR', 'PWM', 'AVL', 'TYS', 'TUL', 'GRB', 'OKC', 'ABQ', 'COS', 'MSN', 'GSP', 'LFT', 'DSM']",36.301139044281186
MDT,2019,791,284,6.806451612903226,40.1935,-76.7634,"['ORD', 'CLT', 'ATL', 'DTW', 'MCO', 'DEN', 'BNA', 'MYR', 'PHL']",35.9039190897598
MDW,2019,17028,6456,5.364901147180864,41.78598,-87.75242,"['MHT', 'MCO', 'OMA', 'SEA', 'SFO', 'ATL', 'DEN', 'SDF', 'LAS', 'MCI', 'TPA', 'BNA', 'MSP', 'PHL', 'MEM', 'LGA', 'BOS', 'PHX', 'DAL', 'HOU', 'CLE', 'OAK', 'DTW', 'BHM', 'LAX', 'AUS', 'SMF', 'BWI', 'CMH', 'SAN', 'PIT', 'OKC', 'IND', 'TUS', 'BUF', 'PDX', 'GRR', 'EWR', 'MSY', 'JAX', 'SAT', 'BUR', 'ABQ', 'CLT', 'ORF', 'SJC', 'PVD', 'ALB', 'ONT', 'SLC', 'CHS', 'SJU', 'RNO', 'BOI', 'PNS', 'PWM']",37.91402396053559
MEI,2019,64,12,0.0,32.33313,-88.75121,['ORD'],18.75
MEM,2019,2731,863,6.381184407796102,35.04242,-89.97667,"['CLT', 'DEN', 'MDW', 'ORD', 'ATL', 'MCO', 'DAL', 'LAX', 'MSP', 'MIA', 'PHX', 'EWR', 'PHL', 'DTW', 'IAH', 'LAS', 'VPS', 'LGA', 'BWI', 'TPA', 'HOU', 'AUS', 'AZA']",31.600146466495787
MFR,2019,406,142,19.982233502538072,42.37423,-122.8735,"['SFO', 'DEN', 'SEA', 'LAX', 'PHX', 'SLC', 'LAS']",34.97536945812808
MGM,2019,229,74,5.206140350877193,32.30064,-86.39398,"['ATL', 'CLT']",32.314410480349345
MHT,2019,836,249,0.902200488997555,42.93452,-71.43706,"['MCO', 'BWI', 'PHL', 'ORD', 'LGA', 'CLT', 'MDW', 'DTW', 'TPA', 'ATL', 'EWR']",29.784688995215312
MIA,2019,10154,3813,7.549974987493747,25.79325,-80.29056,"['SDF', 'LGA', 'JFK', 'STX', 'JAX', 'ATL', 'PNS', 'PIT', 'SJU', 'MCO', 'TLH', 'ORD', 'PHL', 'ORF', 'CLT', 'MEM', 'LAX', 'BOS', 'SAN', 'CHS', 'IAH', 'EWR', 'RIC', 'BWI', 'EYW', 'IND', 'GNV', 'SFO', 'STT', 'PHX', 'PVD', 'EGE', 'MSY', 'BHM', 'TYS', 'LAS', 'DEN', 'MSP', 'TPA', 'HOU', 'SAV', 'SAT', 'GSP', 'BNA', 'AUS', 'CMH', 'CLE', 'DTW', 'XNA', 'MCI', 'BUF', 'GRR', 'SEA', 'OMA', 'CAE', 'OKC']",37.55170376206421
MKE,2019,3286,1059,5.402374258044361,42.94722,-87.89658,"['LAS', 'PHX', 'EWR', 'CLT', 'BWI', 'ORD', 'DEN', 'DTW', 'DAL', 'BOS', 'ATL', 'CLE', 'MCI', 'MSP', 'LAX', 'IAH', 'LGA', 'MCO', 'PHL', 'BNA', 'SEA', 'TPA', 'HOU', 'SLC', 'SAN', 'SFO', 'AZA']",32.227632379793064
MKG,2019,176,52,18.816091954022987,43.16949,-86.23822,['ORD'],29.545454545454547
MLB,2019,258,64,-1.1299212598425197,28.10275,-80.64581,"['CLT', 'ATL', 'PHL']",24.8062015503876
MLI,2019,574,189,6.48653500897666,41.44853,-90.50754,"['ORD', 'MSP', 'ATL', 'LAS', 'DEN', 'DTW', 'AZA']",32.926829268292686
MLU,2019,277,80,1.5164835164835164,32.51087,-92.03769,"['ATL', 'IAH']",28.880866425992778
MMH,2019,53,16,15.522727272727273,37.62405,-118.83777,"['SFO', 'LAX', 'DEN']",30.18867924528302
MOB,2019,618,171,7.401652892561984,30.69142,-88.24283,"['ATL', 'IAH', 'CLT']",27.669902912621357
MOT,2019,234,56,4.143478260869565,48.25938,-101.28033,"['MSP', 'DEN', 'LAS', 'AZA']",23.931623931623932
MQT,2019,180,52,17.37853107344633,46.35364,-87.39536,"['ORD', 'DTW', 'MSP']",28.888888888888886
MRY,2019,421,105,1.2481927710843375,36.58698,-121.84295,"['SAN', 'SFO', 'PHX', 'LAX', 'DEN', 'LAS']",24.94061757719715
MSN,2019,1725,537,11.65843373493976,43.13986,-89.33751,"['ATL', 'DTW', 'ORD', 'LGA', 'MSP', 'PHL', 'EWR', 'DEN', 'LAX', 'SFO', 'CLT', 'PHX', 'LAS', 'MCO', 'SLC', 'SEA']",31.130434782608695
MSO,2019,309,115,4.074918566775244,46.91631,-114.09056,"['SLC', 'SFO', 'MSP', 'ATL', 'DEN', 'LAX', 'ORD', 'AZA', 'OAK', 'LAS']",37.2168284789644
MSP,2019,17017,4844,2.246380265745099,44.88055,-93.21692,"['MEM', 'BWI', 'ATL', 'ORD', 'LAX', 'MSY', 'MCI', 'DSM', 'DTW', 'FSD', 'ABR', 'CLE', 'SMF', 'SJC', 'PHX', 'BOS', 'MKE', 'OMA', 'MSN', 'SFO', 'RAP', 'SLC', 'RST', 'BNA', 'JFK', 'EWR', 'TPA', 'DLH', 'LSE', 'BOI', 'HNL', 'GRB', 'MQT', 'LAS', 'GEG', 'DEN', 'FAR', 'MDW', 'ATW', 'LGA', 'SNA', 'PHL', 'ICT', 'IAH', 'CWA', 'ANC', 'XNA', 'CLT', 'BIL', 'GFK', 'CMH', 'FWA', 'HIB', 'GRR', 'TYS', 'MOT', 'SEA', 'DAY', 'MSO', 'MCO', 'ROC', 'AUS', 'JAX', 'SYR', 'ISN', 'DAL', 'SDF', 'FCA', 'RIC', 'BZN', 'ALB', 'OAK', 'CIU', 'MIA', 'SAT', 'TUL', 'TTN', 'PDX', 'LNK', 'GTF', 'IND', 'MLI', 'TVC', 'SBN', 'BJI', 'PIT', 'LAN', 'OKC', 'SAN', 'RHI', 'HDN', 'ORF', 'BRD', 'PIA', 'AZO', 'INL', 'BUF', 'HLN', 'XWA', 'LEX', 'SJU', 'ABQ', 'COS', 'PSP', 'FAI', 'MYR', 'JAC', 'SAV', 'TUS', 'IDA', 'CHS', 'ASE']",28.465651995063762
