ORIGIN,Year,flights,delayed,avg_delay,LATITUDE,LONGITUDE,connections,pct_delayed
MSY,2019,6280,2115,5.0491723466407015,29.99339,-90.25803,"['EWR', 'AUS', 'MCO', 'MIA', 'JFK', 'ATL', 'DEN', 'ORD', 'TPA', 'CLT', 'BWI', 'IAH', 'DAL', 'SAT', 'SAN', 'HOU', 'SEA', 'MSP', 'BOS', 'LAS', 'BNA', 'PHL', 'CLE', 'LGA', 'DTW', 'MCI', 'LAX', 'SLC', 'MDW', 'IND', 'OAK', 'PHX', 'SFO', 'CMH', 'SDF', 'PIT', 'SMF', 'SJC', 'GRR']",33.67834394904459
MYR,2019,1174,318,6.462962962962963,33.67975,-78.92833,"['CLT', 'DTW', 'LBE', 'ISP', 'ATL', 'BWI', 'ACY', 'IAH', 'CMH', 'BOS', 'MDT', 'EWR', 'IND', 'ORD', 'CLE', 'PHL', 'LGA', 'TTN', 'IAG', 'MCO', 'LCK', 'MSP', 'PIT', 'DEN', 'ALB', 'SDF', 'SYR', 'MCI', 'LEX']",27.086882453151617
OAK,2019,6357,2215,2.238994717464383,37.72129,-122.22072,"['LAX', 'SAN', 'BUR', 'SEA', 'DEN', 'HOU', 'LGB', 'PHX', 'SLC', 'SNA', 'LAS', 'PDX', 'MDW', 'DAL', 'HNL', 'ONT', 'ATL', 'IAH', 'JFK', 'MSO', 'AUS', 'ABQ', 'MSY', 'CMH', 'AZA', 'LIH', 'TUS', 'ORD', 'OGG', 'BLI', 'MCI', 'IND', 'BOI', 'RNO', 'MCO', 'SAT', 'BOS', 'EWR', 'BWI', 'GEG', 'BNA', 'MSP', 'PSP', 'EUG', 'DTW', 'FCA', 'MEM', 'IDA']",34.8434796287557
OGG,2019,2852,950,1.6734837799717912,20.89865,-156.43046,"['PHX', 'LAX', 'HNL', 'SEA', 'OAK', 'SFO', 'SJC', 'SMF', 'BLI', 'SAN', 'LIH', 'PDX', 'ORD', 'SLC', 'ITO', 'DEN', 'LAS', 'ANC']",33.30995792426367
OKC,2019,2540,846,7.448372840498192,35.39309,-97.60073,"['IAH', 'DEN', 'CLT', 'LAS', 'PHX', 'ATL', 'HOU', 'EWR', 'DAL', 'BNA', 'ORD', 'BWI', 'MSP', 'DTW', 'SLC', 'MDW', 'VPS', 'PHL', 'SFO', 'LAX', 'MCO', 'SEA', 'MIA']",33.30708661417322
OMA,2019,3242,1020,3.3789173789173788,41.30252,-95.89417,"['DEN', 'MDW', 'IAH', 'ATL', 'EWR', 'PHX', 'ORD', 'DTW', 'SEA', 'MSP', 'HOU', 'LAS', 'CLT', 'LGA', 'DAL', 'PHL', 'SAN', 'SFO', 'AZA', 'SLC', 'VPS', 'PDX', 'LAX', 'MIA', 'BNA', 'MCO']",31.46206045650833
OME,2019,70,18,-6.617647058823529,64.5122,-165.44525,"['ANC', 'OTZ']",25.71428571428571
ONT,2019,2312,654,2.049448123620309,34.056,-117.60119,"['JFK', 'SFO', 'SMF', 'DEN', 'LAS', 'OAK', 'PHX', 'SLC', 'MDW', 'SJC', 'SEA', 'SAT', 'AUS', 'MCO', 'ATL', 'PDX', 'IAH', 'DAL', 'ORD']",28.28719723183391
ORD,2019,68640,28204,11.991770663772835,41.78598,-87.75242,"['SAN', 'MSP', 'SAV', 'PHL', 'MCO', 'LGA', 'ANC', 'DEN', 'LNK', 'LAX', 'FNT', 'PIA', 'LAN', 'MSY', 'ICT', 'HNL', 'IAH', 'SJC', 'SDF', 'SAT', 'MKE', 'OMA', 'JFK', 'MKG', 'PHX', 'MSN', 'BIL', 'ATL', 'MIA', 'OGG', 'SYR', 'PSP', 'DLH', 'SGF', 'LAS', 'BOS', 'OKC', 'DTW', 'ELP', 'PVD', 'BHM', 'TPA', 'CLT', 'GEG', 'DSM', 'PIT', 'SBN', 'SPI', 'BUF', 'CMH', 'TVC', 'XNA', 'SFO', 'ROC', 'BWI', 'LIT', 'COU', 'GRR', 'FWA', 'MCI', 'AUS', 'TUL', 'DAY', 'JAX', 'SJU', 'SEA', 'EAU', 'PDX', 'PWM', 'FAR', 'SMF', 'GSP', 'ORF', 'SNA', 'BNA', 'CLE', 'RIC', 'IND', 'FSD', 'EUG', 'GRB', 'SUX', 'ASE', 'EYW', 'ABQ', 'RST', 'PNS', 'BTV', 'SLC', 'MDT', 'DBQ', 'EWR', 'CHO', 'TUS', 'EVV', 'LSE', 'HSV', 'SCE', 'OAK', 'EGE', 'AVL', 'MQT', 'CWA', 'MEM', 'MHT', 'ATW', 'BZN', 'TYS', 'COS', 'CAK', 'AZO', 'CMI', 'MYR', 'ROA', 'JAC', 'CHS', 'RAP', 'MLI', 'BOI', 'ALB', 'FAT', 'HPN', 'JLN', 'PAH', 'LEX', 'ALO', 'ERI', 'FCA', 'RNO', 'MEI', 'BGR', 'FAI', 'CHA', 'TOL', 'VPS', 'ONT', 'ILM', 'TTN', 'GJT', 'BFM', 'MSO', 'DRO', 'HDN', 'BRO', 'GTF', 'STT', 'COD']",41.08974358974359
ORF,2019,2992,916,5.457872928176796,36.89461,-76.20122,"['DEN', 'BWI', 'ATL', 'ORD', 'JFK', 'CLT', 'DTW', 'LGA', 'BOS', 'MIA', 'PHL', 'IAH', 'MCO', 'EWR', 'MDW', 'BNA', 'MSP', 'LAS', 'JAX', 'CLE', 'TPA', 'PHX']",30.614973262032088
ORH,2019,147,53,8.671328671328672,42.26734,-71.87571,"['JFK', 'MCO', 'DTW']",36.054421768707485
OTZ,2019,65,13,-9.723076923076922,66.88468,-162.59855,"['ANC', 'OME']",20.0
PAH,2019,140,42,6.924242424242424,37.06083,-88.77375,['ORD'],30.0
PDX,2019,13494,4228,0.6192969334330591,45.58872,-122.5975,"['LAS', 'SFO', 'DEN', 'ATL', 'SLC', 'JFK', 'OMA', 'ANC', 'TUS', 'ORD', 'IAH', 'OGG', 'MCO', 'LAX', 'SJC', 'CLT', 'SAN', 'PHX', 'SNA', 'SEA', 'DAL', 'RNO', 'ONT', 'SMF', 'OAK', 'BOS', 'GEG', 'EWR', 'MDW', 'BOI', 'HNL', 'DTW', 'LGB', 'MCI', 'BUR', 'PSP', 'FAT', 'MSP', 'BZN', 'PHL', 'LIH', 'ABQ', 'HOU', 'AUS', 'BWI']",31.332444049207055
PHL,2019,11421,3908,5.151164874551971,39.87195,-75.24114,"['MCO', 'CMH', 'SLC', 'SAV', 'ORD', 'MIA', 'SFO', 'BOS', 'SAN', 'TPA', 'SJU', 'LGA', 'PNS', 'ATL', 'MSP', 'CLT', 'DEN', 'SEA', 'PVD', 'GRR', 'BNA', 'SDF', 'LAS', 'CAK', 'DAY', 'DTW', 'IAH', 'IND', 'ORF', 'PHX', 'OMA', 'SAT', 'TYS', 'LAX', 'MSY', 'PWM', 'SYR', 'AUS', 'MEM', 'HOU', 'GSP', 'PDX', 'PIT', 'CHS', 'MDW', 'MCI', 'ILM', 'MSN', 'BGR', 'EYW', 'JAX', 'BUF', 'CLE', 'STT', 'BHM', 'OKC', 'MHT', 'RIC', 'BTV', 'BWI', 'AVL', 'MYR', 'DAL', 'ROC', 'DSM', 'MKE', 'CHA', 'JFK', 'ALB', 'XNA', 'MLB']",34.21766920584888
PHX,2019,18814,6372,3.82417107679015,33.43417,-112.00806,"['ELP', 'SEA', 'FLG', 'LAX', 'ONT', 'IAH', 'HNL', 'HOU', 'DEN', 'SFO', 'SLC', 'SMF', 'AUS', 'TUS', 'TPA', 'OKC', 'ORD', 'SBP', 'OAK', 'SNA', 'ABQ', 'PDX', 'SAT', 'GJT', 'MCI', 'AMA', 'JFK', 'SJC', 'MDW', 'SAN', 'GEG', 'ROW', 'MKE', 'MRY', 'LAS', 'PHL', 'DSM', 'BWI', 'FAT', 'DTW', 'BNA', 'CLE', 'MFR', 'LIT', 'MSP', 'CLT', 'COS', 'IND', 'PSP', 'DAL', 'ATL', 'CMH', 'EWR', 'BOI', 'OMA', 'BOS', 'MCO', 'BUR', 'LIH', 'RNO', 'SBA', 'PIT', 'YUM', 'MIA', 'FSD', 'TUL', 'SAF', 'BFL', 'ICT', 'LGB', 'LBB', 'DRO', 'ANC', 'OGG', 'SDF', 'EUG', 'MEM', 'MSY', 'BUF', 'RAP', 'GRR', 'EGE', 'ASE', 'ORF', 'MSN', 'JAC', 'FAR']",33.86839587541193
PIA,2019,504,153,4.8061224489795915,40.66424,-89.69331,"['ORD', 'CLT', 'ATL', 'MSP', 'VPS', 'LAS', 'AZA']",30.357142857142854
PIH,2019,100,22,-4.8,42.91131,-112.59586,['SLC'],22.0
PIT,2019,5842,1720,2.59793091355427,40.49147,-80.23287,"['DEN', 'ATL', 'ORD', 'EWR', 'MYR', 'LGA', 'SAV', 'TPA', 'CLT', 'MSP', 'BOS', 'MCO', 'BWI', 'JFK', 'PHX', 'DTW', 'BNA', 'MIA', 'PHL', 'MDW', 'LAX', 'IAH', 'HOU', 'LAS', 'SFO', 'SLC', 'AUS', 'VPS', 'DAL', 'SEA', 'TYS', 'CHS', 'JAX', 'MSY']",29.441971927422117
PLN,2019,93,23,-1.2307692307692308,45.57093,-84.79672,"['DTW', 'APN']",24.731182795698924
PNS,2019,1299,361,3.7663551401869158,30.47331,-87.18744,"['IAH', 'CLT', 'PHL', 'HOU', 'MIA', 'ATL', 'ORD', 'BNA', 'DAL', 'DEN', 'EWR', 'MDW', 'AUS', 'MCI']",27.79060816012317
PPG,2019,9,2,-1.8888888888888888,14.33102,-170.71053,['HNL'],22.22222222222222
PSE,2019,106,37,24.84313725490196,18.0083,-66.56301,"['MCO', 'JFK']",34.90566037735849
PSG,2019,65,24,3.1384615384615384,56.80165,-132.94528,"['WRG', 'JNU']",36.92307692307693
PSP,2019,1348,399,5.7948328267477205,33.82922,-116.50625,"['PHX', 'DEN', 'SEA', 'PDX', 'SFO', 'LAX', 'ORD', 'SLC', 'BLI', 'IAH', 'BOS', 'ATL', 'MSP', 'JFK', 'EWR']",29.59940652818991
PUB,2019,69,30,12.848484848484848,38.28909,-104.49657,['DEN'],43.47826086956522
PVD,2019,1605,500,2.913320586360739,41.724,-71.42822,"['BWI', 'PHL', 'TPA', 'MCO', 'ORD', 'DTW', 'CLT', 'EWR', 'ATL', 'MDW', 'MIA', 'DEN', 'SAV']",31.15264797507788
PWM,2019,2556,772,4.229653505237711,45.58872,-122.5975,"['LGA', 'BWI', 'ATL', 'JFK', 'ORD', 'DTW', 'EWR', 'CLT', 'PHL', 'MCO', 'TPA', 'DEN', 'MDW']",30.203442879499214
RAP,2019,480,154,7.549893842887474,44.04532,-103.05737,"['LAS', 'ORD', 'MSP', 'DEN', 'PHX', 'SLC', 'AZA', 'CLT', 'ATL', 'LAX', 'EWR', 'SFO']",32.083333333333336
RDD,2019,158,56,16.40909090909091,40.50898,-122.2934,"['SFO', 'LAX']",35.44303797468354
RHI,2019,82,20,-3.1392405063291138,45.63119,-89.46745,['MSP'],24.390243902439025
RIC,2019,2881,906,5.886339569361101,37.50517,-77.31967,"['CLT', 'EWR', 'ATL', 'MCO', 'MIA', 'DTW', 'LGA', 'IAH', 'JFK', 'ORD', 'BOS', 'DEN', 'PHL', 'MSP', 'BNA', 'TPA']",31.44741409232905
RKS,2019,67,20,2.375,41.59422,-109.06519,['DEN'],29.850746268656714
RNO,2019,2192,683,2.7701202590194263,39.49858,-119.76806,"['LGB', 'IAH', 'LAS', 'SLC', 'SFO', 'DEN', 'SJC', 'LAX', 'SEA', 'OAK', 'PHX', 'PDX', 'DAL', 'MDW', 'SAN', 'JFK', 'ORD', 'ATL', 'MSP']",31.15875912408759
ROA,2019,339,122,13.740181268882175,37.32547,-79.97543,"['ATL', 'ORD', 'LGA', 'CLT']",35.9882005899705
ROC,2019,3926,1204,6.211721224920803,43.11887,-77.67238,"['LGA', 'JFK', 'ATL', 'DTW', 'BWI', 'MSP', 'MCO', 'ORD', 'CLT', 'TPA', 'PHL', 'EWR', 'BOS']",30.66734589913398
ROW,2019,40,9,-5.65,33.30156,-104.53056,['PHX'],22.5
RST,2019,1016,356,8.177589852008456,43.11887,-77.67238,"['MSP', 'ORD', 'ATL']",35.039370078740156
SAF,2019,49,9,-8.48936170212766,35.61678,-106.08814,['PHX'],18.367346938775512
SAN,2019,20360,6356,1.0986027944111776,33.12723,-117.27873,"['LAS', 'DAL', 'SJC', 'LAX', 'OAK', 'SMF', 'MCO', 'HOU', 'MCI', 'DEN', 'SEA', 'PHX', 'ORD', 'FAT', 'PHL', 'MSP', 'SLC', 'RNO', 'PDX', 'ABQ', 'DTW', 'CLT', 'SFO', 'HNL', 'EWR', 'BOI', 'AUS', 'BWI', 'OGG', 'ATL', 'JFK', 'IAH', 'MDW', 'BOS', 'TPA', 'ELP', 'BNA', 'OMA', 'SAT', 'LIH', 'MIA', 'HDN', 'MRY', 'TUS', 'IND', 'MSY', 'GEG', 'CLE', 'MKE', 'BLI', 'ORF']",31.218074656188605
SAT,2019,4527,1265,0.5924926949876377,29.53369,-98.46978,"['DAL', 'MDW', 'SEA', 'BNA', 'BWI', 'ATL', 'DEN', 'LAX', 'DTW', 'LAS', 'IAH', 'ORD', 'MSP', 'PHX', 'SLC', 'ELP', 'HOU', 'JFK', 'SAN', 'CLT', 'MCO', 'SNA', 'MIA', 'MCI', 'PHL', 'SFO', 'MSY', 'EWR', 'ABQ', 'ONT', 'OAK', 'TPA', 'COS']",27.943450408659153
SAV,2019,2098,700,10.321060382916054,32.12758,-81.20214,"['LGA', 'JFK', 'CLT', 'ORD', 'ATL', 'BOS', 'EWR', 'MIA', 'DTW', 'CLE', 'BWI', 'DEN', 'IAH', 'PHL', 'SDF', 'BNA', 'LCK', 'MSP', 'PIT', 'GRR', 'IND', 'ALB', 'PVD', 'IAG']",33.36510962821735
SBA,2019,700,205,4.260233918128655,34.42621,-119.84037,"['PHX', 'DEN', 'LAX', 'SFO', 'SLC', 'SEA']",29.28571428571429
SBN,2019,713,220,4.119359534206696,41.70895,-86.31847,"['DTW', 'ATL', 'ORD', 'MSP', 'CLT', 'LAS', 'AZA', 'EWR']",30.855539971949508
SBP,2019,506,173,14.484787018255577,35.23706,-120.64239,"['SFO', 'LAX', 'DEN', 'PHX', 'SEA']",34.18972332015811
SCC,2019,111,22,-6.388888888888889,70.19476,-148.46516,"['ANC', 'BRW']",19.81981981981982
SCE,2019,249,72,10.927125506072874,40.85121,-77.8463,"['DTW', 'ORD']",28.915662650602407
SDF,2019,2832,895,5.889960700250089,38.17439,-85.736,"['ORD', 'CLT', 'ATL', 'IAH', 'LGA', 'EWR', 'MDW', 'MSP', 'DAL', 'MCO', 'DEN', 'MIA', 'PHX', 'HOU', 'DTW', 'TPA', 'LAS', 'BWI', 'PHL', 'SAV', 'VPS', 'LAX', 'MSY', 'MYR']",31.603107344632768
SEA,2019,15620,5724,2.7452476399844823,47.44898,-122.30931,"['DEN', 'IND', 'MSY', 'ANC', 'SLC', 'OGG', 'BWI', 'JNU', 'DAL', 'IAH', 'SJC', 'LAS', 'GEG', 'AUS', 'CLT', 'BZN', 'PHX', 'SMF', 'ATL', 'JFK', 'SAN', 'MSP', 'ORD', 'PDX', 'SFO', 'LAX', 'RNO', 'HNL', 'MKE', 'OAK', 'EWR', 'SBA', 'BOS', 'PHL', 'FAT', 'PSP', 'TPA', 'ONT', 'CHS', 'FAI', 'BUR', 'SNA', 'BOI', 'MCO', 'LIH', 'KTN', 'EUG', 'TUS', 'BNA', 'LGB', 'DTW', 'PIT', 'MIA', 'MCI', 'SAT', 'ABQ', 'OMA', 'MFR', 'MDW', 'OKC', 'CMH', 'BLI', 'CLE', 'SIT', 'SBP', 'JAC', 'HOU']",36.64532650448143
SFO,2019,18983,6887,7.490266918306821,37.619,-122.37484,"['SAN', 'SEA', 'LAX', 'IND', 'DEN', 'SLC', 'BUR', 'MSY', 'ONT', 'LAS', 'MSP', 'FAT', 'OMA', 'EWR', 'SMF', 'BOS', 'DTW', 'ABQ', 'LGB', 'PHX', 'PSP', 'MCO', 'BNA', 'ORD', 'MSN', 'RDD', 'JFK', 'AUS', 'ATL', 'BOI', 'OKC', 'MFR', 'RNO', 'SNA', 'IAH', 'LIH', 'HNL', 'PHL', 'PDX', 'TUS', 'EGE', 'BFL', 'CLE', 'MIA', 'CMH', 'DAL', 'MCI', 'TPA', 'ACV', 'JAC', 'PIT', 'EUG', 'BWI', 'BZN', 'SBP', 'OGG', 'MSO', 'MRY', 'CLT', 'SBA', 'GEG', 'XNA', 'ANC', 'SAT', 'ASE', 'MKE', 'FCA', 'MDW', 'MMH', 'RAP', 'HDN']",36.279829320971395
SGF,2019,1574,586,14.47843137254902,37.24433,-93.38686,"['ORD', 'ATL', 'DEN', 'IAH', 'VPS', 'CLT', 'LAX', 'LAS', 'AZA']",37.2299872935197
SHV,2019,603,210,4.412162162162162,32.44663,-93.8256,"['ATL', 'IAH', 'DEN', 'VPS', 'CLT', 'LAS']",34.82587064676617
SIT,2019,139,25,-2.0072992700729926,57.04714,-135.3616,"['JNU', 'KTN', 'SEA']",17.985611510791365
SJC,2019,7632,2278,0.34472590805522046,37.36186,-121.92901,"['SAN', 'LAS', 'JFK', 'PHX', 'ATL', 'LAX', 'SLC', 'SEA', 'TUS', 'BNA', 'ORD', 'ONT', 'DAL', 'BUR', 'SNA', 'LGB', 'MSP', 'BOI', 'RNO', 'OGG', 'AUS', 'PDX', 'IAH', 'MSY', 'BWI', 'DEN', 'GEG', 'BOS', 'MDW', 'EWR', 'HNL', 'ABQ', 'HOU', 'DTW', 'LIH', 'MCI', 'MCO', 'EUG', 'PSP', 'ELP']",29.848008385744233
SJU,2019,2640,925,8.303632887189293,18.43942,-66.00183,"['TPA', 'JFK', 'ATL', 'MCO', 'MDW', 'PHL', 'BOS', 'CLT', 'ORD', 'EWR', 'BWI', 'MIA', 'IAH', 'STT', 'DTW', 'HOU']",35.03787878787879
SLC,2019,12430,3472,-0.041484362339977314,40.78839,-111.97777,"['HLN', 'ORD', 'SMF', 'GEG', 'LAX', 'AUS', 'BZN', 'PSP', 'LGB', 'SNA', 'BOI', 'LAS', 'JFK', 'SJC', 'IAH', 'OMA', 'PHX', 'SEA', 'DTW', 'CPR', 'MCO', 'PIH', 'DEN', 'EKO', 'RNO', 'OAK', 'MSO', 'ATL', 'FCA', 'IND', 'SFO', 'PDX', 'COS', 'OKC', 'JAC', 'FAT', 'GTF', 'CMH', 'WYS', 'SAN', 'SBA', 'TUL', 'BOS', 'DAL', 'EWR', 'TUS', 'ASE', 'BUR', 'GJT', 'LWS', 'CDC', 'MDW', 'CLT', 'MSP', 'SAT', 'BWI', 'RAP', 'ONT', 'OGG', 'BIL', 'PIT', 'TWF', 'IDA', 'MKE', 'ABQ', 'MSN', 'MCI', 'DSM', 'HNL', 'MSY', 'CLE', 'PHL', 'BNA', 'TPA', 'EUG', 'MFR', 'EGE', 'BTM', 'ANC', 'HOU', 'COD', 'ELP']",27.932421560740146
SMF,2019,6049,1809,1.2946323405687363,38.69542,-121.59077,"['SFO', 'AUS', 'SEA', 'CLT', 'SAN', 'ATL', 'BUR', 'SNA', 'PDX', 'LAX', 'DEN', 'ONT', 'PHX', 'OGG', 'IAH', 'LGB', 'LAS', 'GEG', 'JFK', 'DAL', 'HOU', 'MDW', 'MCO', 'DTW', 'EWR', 'BOI', 'BWI', 'MSP', 'ORD', 'HNL', 'SLC', 'BOS', 'BNA']",29.905769548685733
SMX,2019,17,5,1.9411764705882353,34.89925,-120.45758,['LAS'],29.411764705882355
SNA,2019,4329,1308,1.6548485559990609,33.67566,-117.86822,"['SEA', 'ATL', 'SJC', 'DEN', 'OAK', 'PDX', 'LAS', 'PHX', 'MSP', 'SMF', 'ORD', 'IAH', 'SFO', 'SLC', 'AUS', 'EWR', 'HOU', 'SAT', 'DAL', 'DTW']",30.21483021483021
SPI,2019,420,76,-1.6804123711340206,37.24433,-93.38686,['ORD'],18.095238095238095
STT,2019,373,107,-0.3041095890410959,18.33731,-64.97336,"['MIA', 'CLT', 'PHL', 'JFK', 'SJU', 'ATL', 'EWR', 'IAH', 'MCO', 'BOS', 'ORD']",28.686327077747993
STX,2019,72,14,-9.055555555555555,17.70189,-64.79856,"['MIA', 'ATL', 'CLT', 'SJU']",19.444444444444446
SUX,2019,228,90,12.638095238095238,42.4026,-96.38437,['ORD'],39.473684210526315
SYR,2019,1669,444,0.7804265997490589,43.11119,-76.10631,"['ATL', 'MSP', 'DTW', 'JFK', 'LGA', 'CLT', 'ORD', 'MCO', 'BOS', 'PHL', 'EWR', 'DEN', 'BNA', 'TPA', 'MYR']",26.60275614140204
TLH,2019,515,155,3.303921568627451,30.39653,-84.35033,"['ATL', 'CLT', 'MIA']",30.097087378640776
TOL,2019,326,90,6.371710526315789,41.58681,-83.80783,"['ORD', 'CLT', 'VPS']",27.607361963190186
TPA,2019,7905,2574,5.0529631057976605,27.97547,-82.53325,"['MIA', 'BWI', 'LGA', 'PHX', 'IAH', 'CLT', 'PHL', 'SAN', 'BUF', 'ATL', 'IND', 'DEN', 'ORD', 'CMH', 'EWR', 'DTW', 'CLE', 'BOS', 'MCI', 'HOU', 'MSP', 'JFK', 'HPN', 'PVD', 'LAS', 'SJU', 'MSY', 'MEM', 'AUS', 'MKE', 'SFO', 'ALB', 'GRR', 'BHM', 'BNA', 'MDW', 'SAT', 'MHT', 'LAX', 'SLC', 'ISP', 'DAL', 'PWM', 'TTN', 'ACY', 'SDF', 'SEA', 'PIT', 'LBE', 'AVL', 'ROC', 'SYR', 'CAK', 'ORF', 'GSP', 'RIC']",32.56166982922201
TTN,2019,253,83,12.206611570247935,40.27669,-74.81347,"['MYR', 'MCO', 'TPA', 'CLT', 'ORD', 'JAX', 'MSP', 'CHS', 'ATL', 'BNA', 'DTW']",32.80632411067194
TUL,2019,1953,630,6.501301405517959,36.19837,-95.88824,"['IAH', 'HOU', 'ATL', 'DEN', 'DAL', 'MSP', 'LAS', 'SLC', 'ORD', 'PHX', 'CLT', 'MCO', 'LAX', 'VPS']",32.25806451612903
TUS,2019,2091,562,1.5302663438256658,32.11608,-110.94103,"['BLI', 'ORD', 'IAH', 'LAX', 'PHX', 'SFO', 'LAS', 'SLC', 'CLT', 'SAN', 'ATL', 'DEN', 'SJC', 'MDW', 'PDX', 'MSP', 'SEA', 'DAL', 'IND', 'OAK']",26.87709230033477
TVC,2019,655,242,14.928012519561815,44.74144,-85.58224,"['DTW', 'MSP', 'ORD', 'CLT', 'DEN', 'EWR', 'LGA', 'ATL', 'AZA']",36.94656488549619
TWF,2019,128,34,-0.2109375,42.4818,-114.48774,"['SLC', 'LAX', 'DEN', 'SFO']",26.5625
TYR,2019,5,0,-16.4,32.35414,-95.40239,['DEN'],0.0
TYS,2019,1832,580,4.349330357142857,35.81249,-83.99286,"['EWR', 'LGA', 'ORD', 'IAH', 'ATL', 'DTW', 'CLT', 'PHL', 'LAS', 'MIA', 'MSP', 'VPS', 'BWI', 'DEN', 'PIT']",31.65938864628821
VEL,2019,69,14,-5.290322580645161,40.4409,-109.50992,['DEN'],20.28985507246377
VLD,2019,111,19,5.36936936936937,30.7825,-83.27672,['ATL'],17.117117117117118
VPS,2019,708,222,2.5320970042796005,30.48325,-86.5254,"['ATL', 'DEN', 'IAH', 'EVV', 'OKC', 'ICT', 'CLT', 'IND', 'LCK', 'XNA', 'BWI', 'SGF', 'MCI', 'OMA', 'CLE', 'LIT', 'TUL', 'PIT', 'EWR', 'SHV', 'TYS', 'LEX', 'PIA', 'SDF', 'AUS', 'DSM', 'MEM', 'TOL']",31.35593220338983
WRG,2019,69,14,-1.3432835820895523,56.48433,-132.36982,"['PSG', 'KTN']",20.28985507246377
WYS,2019,32,6,-7.59375,44.6884,-111.11764,['SLC'],18.75
XNA,2019,1514,532,12.21506105834464,34.99147,-78.88,"['PHL', 'DEN', 'ORD', 'CLT', 'MSP', 'ATL', 'IAH', 'SFO', 'LGA', 'EWR', 'VPS', 'MIA', 'LAS', 'LAX', 'BNA']",35.13870541611625
XWA,2019,20,10,7.3,48.17794,-103.64235,"['MSP', 'DEN']",50.0
YAK,2019,60,20,2.457627118644068,59.50336,-139.66023,"['CDV', 'JNU']",33.33333333333333
YUM,2019,189,63,4.645502645502646,32.65658,-114.60597,['PHX'],33.33333333333333
